Date: 2013-05-10 Time: 15:40:49

Log statistics for channel: 0
Data frames: 616294
Error frames: 0
Overload frames: 0
Max bus load: 19%

Log statistics for channel: 1
Data frames: 0
Error frames: 0
Overload frames: 0
Max bus load: 0%

Log statistics for channel: 2
Data frames: 0
Error frames: 0
Overload frames: 0
Max bus load: 0%

Log statistics for channel: 3
Data frames: 0
Error frames: 0
Overload frames: 0
Max bus load: 0%

Ch	No	TIME	TYPE	ID	DLC	MSG
0	608620	562,5540	Std	211	6	[02, 03, 04, 82, 7D, 5B]
0	608621	562,5545	Std	8	1	[03]
0	608622	562,5547	Std	10	6	[00, 03, 04, 82, 77, 17]
0	608623	562,5561	Std	281	4	[01, D7, A7, 5D]
0	608624	562,5587	Std	0	1	[55]
0	608625	562,5590	Std	211	6	[01, 03, 04, 82, 7C, 03]
0	608626	562,5595	Std	8	1	[03]
0	608627	562,5598	Std	10	6	[00, 03, 04, 82, 75, BF]
0	608628	562,5611	Std	281	4	[01, D7, A7, 5D]
0	608629	562,5637	Std	0	1	[55]
0	608630	562,5640	Std	211	6	[02, 03, 04, 82, 7A, AD]
0	608631	562,5642	Std	209	3	[03, FF, FF]
0	608632	562,5645	Std	8	1	[03]
0	608633	562,5647	Std	10	6	[00, 03, 04, 82, 74, 68]
0	608634	562,5661	Std	281	4	[01, D6, A7, 5D]
0	608635	562,5687	Std	0	1	[55]
0	608636	562,5690	Std	211	6	[01, 03, 04, 82, 79, 56]
0	608637	562,5696	Std	8	1	[03]
0	608638	562,5698	Std	10	6	[00, 03, 04, 82, 73, 11]
0	608639	562,5711	Std	281	4	[01, D7, A7, 5D]
0	608640	562,5737	Std	0	1	[55]
0	608641	562,5740	Std	211	6	[03, 03, 04, 82, 78, 00]
0	608642	562,5745	Std	8	1	[03]
0	608643	562,5747	Std	10	6	[00, 03, 04, 82, 71, BA]
0	608644	562,5761	Std	281	4	[01, D7, A7, 5D]
0	608645	562,5787	Std	0	1	[55]
0	608646	562,5790	Std	211	6	[01, 03, 04, 82, 76, A8]
0	608647	562,5795	Std	8	1	[03]
0	608648	562,5798	Std	10	6	[00, 03, 04, 82, 70, 62]
0	608649	562,5811	Std	281	4	[01, D7, A7, 5D]
0	608650	562,5837	Std	0	1	[55]
0	608651	562,5840	Std	211	6	[02, 03, 04, 82, 75, 53]
0	608652	562,5845	Std	209	3	[03, FF, FF]
0	608653	562,5847	Std	8	1	[03]
0	608654	562,5849	Std	10	6	[00, 03, 04, 82, 6F, 0B]
0	608655	562,5861	Std	281	4	[01, D7, A7, 5D]
0	608656	562,5887	Std	0	1	[55]
0	608657	562,5890	Std	211	6	[01, 03, 04, 82, 73, FB]
0	608658	562,5896	Std	8	1	[03]
0	608659	562,5898	Std	10	6	[00, 03, 04, 82, 6D, B4]
0	608660	562,5911	Std	281	4	[01, D7, A7, 5E]
0	608661	562,5937	Std	0	1	[55]
0	608662	562,5940	Std	211	6	[03, 03, 04, 82, 72, A5]
0	608663	562,5945	Std	8	1	[03]
0	608664	562,5947	Std	10	6	[00, 03, 04, 82, 6C, 5D]
0	608665	562,5961	Std	281	4	[01, D7, A7, 5D]
0	608666	562,5987	Std	0	1	[55]
0	608667	562,5990	Std	211	6	[00, 03, 04, 82, 71, 4B]
0	608668	562,5995	Std	8	1	[03]
0	608669	562,5997	Std	10	6	[00, 03, 04, 82, 6B, 06]
0	608670	562,6011	Std	281	4	[01, D7, A7, 5E]
0	608671	562,6037	Std	0	1	[55]
0	608672	562,6040	Std	211	6	[02, 03, 04, 82, 6F, F3]
0	608673	562,6045	Std	8	1	[03]
0	608674	562,6047	Std	10	6	[00, 03, 04, 82, 69, AE]
0	608675	562,6049	Std	410	4	[1D, 9D, 04, 09]
0	608676	562,6050	Std	209	3	[03, FF, FF]
0	608677	562,6052	Std	411	4	[1D, 9D, 04, 09]
0	608678	562,6061	Std	281	4	[01, D7, A7, 5D]
0	608679	562,6087	Std	0	1	[55]
0	608680	562,6090	Std	211	6	[01, 03, 04, 82, 6E, 9A]
0	608681	562,6096	Std	8	1	[03]
0	608682	562,6098	Std	10	6	[00, 03, 04, 82, 68, 57]
0	608683	562,6111	Std	281	4	[01, D7, A7, 5D]
0	608684	562,6137	Std	0	1	[55]
0	608685	562,6140	Std	211	6	[02, 03, 04, 82, 6D, 43]
0	608686	562,6145	Std	8	1	[03]
0	608687	562,6147	Std	10	6	[00, 03, 04, 82, 67, 00]
0	608688	562,6161	Std	281	4	[01, D7, A7, 5D]
0	608689	562,6187	Std	0	1	[55]
0	608690	562,6190	Std	211	6	[00, 03, 04, 82, 6B, EA]
0	608691	562,6195	Std	8	1	[03]
0	608692	562,6197	Std	10	6	[00, 03, 04, 82, 65, A9]
0	608693	562,6211	Std	281	4	[01, D7, A7, 5D]
0	608694	562,6237	Std	0	1	[55]
0	608695	562,6240	Std	211	6	[02, 03, 04, 82, 6A, 94]
0	608696	562,6245	Std	8	1	[03]
0	608697	562,6247	Std	10	6	[00, 03, 04, 82, 64, 51]
0	608698	562,6249	Std	410	4	[FF, 1C, 00, 00]
0	608699	562,6251	Std	411	4	[FF, 1C, 03, FD]
0	608700	562,6254	Std	209	3	[03, FF, FF]
0	608701	562,6261	Std	281	4	[01, D6, A7, 5D]
0	608702	562,6287	Std	0	1	[55]
0	608703	562,6290	Std	211	6	[01, 03, 04, 82, 69, 3D]
0	608704	562,6296	Std	8	1	[03]
0	608705	562,6298	Std	10	6	[00, 03, 04, 82, 62, FA]
0	608706	562,6311	Std	281	4	[01, D7, A7, 5D]
0	608707	562,6337	Std	0	1	[55]
0	608708	562,6340	Std	211	6	[02, 03, 04, 82, 67, E7]
0	608709	562,6345	Std	8	1	[03]
0	608710	562,6347	Std	10	6	[00, 03, 04, 82, 61, A3]
0	608711	562,6361	Std	281	4	[01, D7, A7, 5D]
0	608712	562,6387	Std	0	1	[55]
0	608713	562,6390	Std	211	6	[01, 03, 04, 82, 66, 8F]
0	608714	562,6395	Std	8	1	[03]
0	608715	562,6398	Std	10	6	[00, 03, 04, 82, 60, 4C]
0	608716	562,6411	Std	281	4	[01, D7, A7, 5D]
0	608717	562,6437	Std	0	1	[55]
0	608718	562,6440	Std	211	6	[02, 03, 04, 82, 65, 39]
0	608719	562,6445	Std	8	1	[03]
0	608720	562,6447	Std	10	6	[00, 03, 04, 82, 5E, F5]
0	608721	562,6458	Std	209	3	[03, FF, FF]
0	608722	562,6461	Std	281	4	[01, D7, A7, 5D]
0	608723	562,6487	Std	0	1	[55]
0	608724	562,6490	Std	211	6	[01, 03, 04, 82, 63, E1]
0	608725	562,6496	Std	8	1	[03]
0	608726	562,6498	Std	10	6	[00, 03, 04, 82, 5D, 9D]
0	608727	562,6511	Std	281	4	[01, D7, A7, 5D]
0	608728	562,6537	Std	0	1	[55]
0	608729	562,6540	Std	211	6	[02, 03, 04, 82, 62, 8A]
0	608730	562,6545	Std	8	1	[03]
0	608731	562,6547	Std	10	6	[00, 03, 04, 82, 5C, 46]
0	608732	562,6561	Std	281	4	[01, D7, A7, 5D]
0	608733	562,6587	Std	0	1	[55]
0	608734	562,6590	Std	211	6	[00, 03, 04, 82, 61, 32]
0	608735	562,6595	Std	8	1	[03]
0	608736	562,6598	Std	10	6	[00, 03, 04, 82, 5A, EF]
0	608737	562,6611	Std	281	4	[01, D7, A7, 5D]
0	608738	562,6637	Std	0	1	[55]
0	608739	562,6640	Std	211	6	[02, 03, 04, 82, 5F, DC]
0	608740	562,6645	Std	8	1	[03]
0	608741	562,6647	Std	10	6	[00, 03, 04, 82, 59, 98]
0	608742	562,6661	Std	281	4	[01, D7, A7, 5D]
0	608743	562,6662	Std	209	3	[03, FF, FF]
0	608744	562,6687	Std	0	1	[55]
0	608745	562,6690	Std	211	6	[01, 03, 04, 82, 5E, 84]
0	608746	562,6696	Std	8	1	[03]
0	608747	562,6698	Std	10	6	[00, 03, 04, 82, 58, 40]
0	608748	562,6711	Std	281	4	[01, D6, A7, 5D]
0	608749	562,6737	Std	0	1	[55]
0	608750	562,6740	Std	211	6	[02, 03, 04, 82, 5D, 2E]
0	608751	562,6745	Std	8	1	[03]
0	608752	562,6747	Std	10	6	[00, 03, 04, 82, 56, E9]
0	608753	562,6761	Std	281	4	[01, D7, A7, 5D]
0	608754	562,6787	Std	0	1	[55]
0	608755	562,6790	Std	211	6	[01, 03, 04, 82, 5B, D6]
0	608756	562,6795	Std	8	1	[03]
0	608757	562,6797	Std	10	6	[00, 03, 04, 82, 55, 92]
0	608758	562,6811	Std	281	4	[01, D7, A7, 5D]
0	608759	562,6837	Std	0	1	[55]
0	608760	562,6840	Std	211	6	[02, 03, 04, 82, 5A, 81]
0	608761	562,6845	Std	8	1	[03]
0	608762	562,6847	Std	10	6	[00, 03, 04, 82, 54, 3B]
0	608763	562,6861	Std	281	4	[01, D7, A7, 5D]
0	608764	562,6865	Std	209	3	[03, FF, FF]
0	608765	562,6887	Std	0	1	[55]
0	608766	562,6890	Std	211	6	[01, 03, 04, 82, 59, 2A]
0	608767	562,6896	Std	8	1	[03]
0	608768	562,6898	Std	10	6	[00, 03, 04, 82, 52, E4]
0	608769	562,6911	Std	281	4	[01, D7, A7, 5D]
0	608770	562,6937	Std	0	1	[55]
0	608771	562,6940	Std	211	6	[02, 03, 04, 82, 57, D3]
0	608772	562,6945	Std	8	1	[03]
0	608773	562,6947	Std	10	6	[00, 03, 04, 82, 51, 8C]
0	608774	562,6961	Std	281	4	[01, D7, A7, 5D]
0	608775	562,6987	Std	0	1	[55]
0	608776	562,6990	Std	211	6	[02, 03, 04, 82, 56, 7C]
0	608777	562,6995	Std	8	1	[03]
0	608778	562,6998	Std	10	6	[00, 03, 04, 82, 50, 35]
0	608779	562,7011	Std	281	4	[01, D7, A7, 5D]
0	608780	562,7037	Std	0	1	[55]
0	608781	562,7040	Std	211	6	[02, 03, 04, 82, 55, 26]
0	608782	562,7045	Std	8	1	[03]
0	608783	562,7047	Std	10	6	[00, 03, 04, 82, 4E, DE]
0	608784	562,7061	Std	281	4	[01, D7, A7, 5D]
0	608785	562,7070	Std	209	3	[03, FF, FF]
0	608786	562,7087	Std	0	1	[55]
0	608787	562,7090	Std	211	6	[01, 03, 04, 82, 53, CE]
0	608788	562,7096	Std	8	1	[03]
0	608789	562,7098	Std	10	6	[00, 03, 04, 82, 4D, 87]
0	608790	562,7099	Std	408	4	[00, 63, 00, 17]
0	608791	562,7101	Std	410	4	[1D, 9D, 04, 71]
0	608792	562,7103	Std	409	4	[00, 17, 00, 2E]
0	608793	562,7105	Std	411	4	[1D, 9D, 04, 71]
0	608794	562,7111	Std	281	4	[01, D7, A7, 5D]
0	608795	562,7137	Std	0	1	[55]
0	608796	562,7140	Std	211	6	[02, 03, 04, 82, 52, 76]
0	608797	562,7145	Std	8	1	[03]
0	608798	562,7147	Std	10	6	[00, 03, 04, 82, 4C, 2F]
0	608799	562,7161	Std	281	4	[01, D7, A7, 5D]
0	608800	562,7187	Std	0	1	[55]
0	608801	562,7190	Std	211	6	[00, 03, 04, 82, 51, 1D]
0	608802	562,7195	Std	8	1	[03]
0	608803	562,7197	Std	10	6	[00, 03, 04, 82, 4A, D8]
0	608804	562,7211	Std	281	4	[01, D7, A7, 5D]
0	608805	562,7237	Std	0	1	[55]
0	608806	562,7240	Std	211	6	[02, 03, 04, 82, 4F, C5]
0	608807	562,7245	Std	8	1	[03]
0	608808	562,7247	Std	10	6	[00, 03, 04, 82, 49, 81]
0	608809	562,7261	Std	281	4	[01, D7, A7, 5D]
0	608810	562,7273	Std	209	3	[03, FF, FF]
0	608811	562,7287	Std	0	1	[55]
0	608812	562,7290	Std	211	6	[00, 03, 04, 82, 4E, 6C]
0	608813	562,7296	Std	8	1	[03]
0	608814	562,7298	Std	10	6	[00, 03, 04, 82, 48, 2A]
0	608815	562,7311	Std	281	4	[01, D7, A7, 5D]
0	608816	562,7337	Std	0	1	[55]
0	608817	562,7340	Std	211	6	[02, 03, 04, 82, 4D, 14]
0	608818	562,7345	Std	8	1	[03]
0	608819	562,7347	Std	10	6	[00, 03, 04, 82, 46, D3]
0	608820	562,7361	Std	281	4	[01, D7, A7, 5D]
0	608821	562,7387	Std	0	1	[55]
0	608822	562,7390	Std	211	6	[00, 03, 04, 82, 4B, BC]
0	608823	562,7395	Std	8	1	[03]
0	608824	562,7397	Std	10	6	[00, 03, 04, 82, 45, 7B]
0	608825	562,7411	Std	281	4	[01, D7, A7, 5D]
0	608826	562,7437	Std	0	1	[55]
0	608827	562,7440	Std	211	6	[02, 03, 04, 82, 4A, 67]
0	608828	562,7445	Std	8	1	[03]
0	608829	562,7447	Std	10	6	[00, 03, 04, 82, 44, 24]
0	608830	562,7461	Std	281	4	[01, D7, A7, 5D]
0	608831	562,7477	Std	209	3	[03, FF, FF]
0	608832	562,7487	Std	0	1	[55]
0	608833	562,7490	Std	211	6	[01, 03, 04, 82, 49, 10]
0	608834	562,7496	Std	8	1	[03]
0	608835	562,7498	Std	10	6	[00, 03, 04, 82, 42, CD]
0	608836	562,7511	Std	281	4	[01, D7, A7, 5D]
0	608837	562,7537	Std	0	1	[55]
0	608838	562,7540	Std	211	6	[02, 03, 04, 82, 47, BA]
0	608839	562,7545	Std	8	1	[03]
0	608840	562,7547	Std	10	6	[00, 03, 04, 82, 41, 76]
0	608841	562,7561	Std	281	4	[01, D7, A7, 5D]
0	608842	562,7587	Std	0	1	[55]
0	608843	562,7590	Std	211	6	[01, 03, 04, 82, 46, 62]
0	608844	562,7595	Std	8	1	[03]
0	608845	562,7597	Std	10	6	[00, 03, 04, 82, 40, 1E]
0	608846	562,7611	Std	281	4	[01, D7, A7, 5E]
0	608847	562,7637	Std	0	1	[55]
0	608848	562,7640	Std	211	6	[02, 03, 04, 82, 45, 0C]
0	608849	562,7645	Std	8	1	[03]
0	608850	562,7647	Std	10	6	[00, 03, 04, 82, 3E, C7]
0	608851	562,7661	Std	281	4	[01, D7, A7, 5D]
0	608852	562,7683	Std	209	3	[03, FF, FF]
0	608853	562,7687	Std	0	1	[55]
0	608854	562,7690	Std	211	6	[01, 03, 04, 82, 43, B3]
0	608855	562,7696	Std	8	1	[03]
0	608856	562,7698	Std	10	6	[00, 03, 04, 82, 3D, 70]
0	608857	562,7711	Std	281	4	[01, D6, A7, 5E]
0	608858	562,7737	Std	0	1	[55]
0	608859	562,7740	Std	211	6	[02, 03, 04, 82, 42, 5C]
0	608860	562,7745	Std	8	1	[03]
0	608861	562,7747	Std	10	6	[00, 03, 04, 82, 3C, 19]
0	608862	562,7761	Std	281	4	[01, D7, A7, 5D]
0	608863	562,7787	Std	0	1	[55]
0	608864	562,7790	Std	211	6	[01, 03, 04, 82, 41, 04]
0	608865	562,7795	Std	8	1	[03]
0	608866	562,7797	Std	10	6	[00, 03, 04, 82, 3A, C2]
0	608867	562,7811	Std	281	4	[01, D7, A7, 5D]
0	608868	562,7837	Std	0	1	[55]
0	608869	562,7840	Std	211	6	[02, 03, 04, 82, 3F, AE]
0	608870	562,7845	Std	8	1	[03]
0	608871	562,7847	Std	10	6	[00, 03, 04, 82, 39, 6A]
0	608872	562,7861	Std	281	4	[01, D7, A7, 5D]
0	608873	562,7886	Std	209	3	[03, FF, FF]
0	608874	562,7887	Std	0	1	[55]
0	608875	562,7890	Std	211	6	[01, 03, 04, 82, 3E, 57]
0	608876	562,7896	Std	8	1	[03]
0	608877	562,7898	Std	10	6	[00, 03, 04, 82, 38, 13]
0	608878	562,7911	Std	281	4	[01, D7, A7, 5D]
0	608879	562,7937	Std	0	1	[55]
0	608880	562,7940	Std	211	6	[02, 03, 04, 82, 3D, 00]
0	608881	562,7945	Std	8	1	[03]
0	608882	562,7947	Std	10	6	[00, 03, 04, 82, 36, BC]
0	608883	562,7961	Std	281	4	[01, D7, A7, 5D]
0	608884	562,7987	Std	0	1	[55]
0	608885	562,7990	Std	211	6	[01, 03, 04, 82, 3B, A9]
0	608886	562,7995	Std	8	1	[03]
0	608887	562,7997	Std	10	6	[00, 03, 04, 82, 35, 65]
0	608888	562,8011	Std	281	4	[01, D7, A7, 5D]
0	608889	562,8037	Std	0	1	[55]
0	608890	562,8040	Std	211	6	[03, 03, 04, 82, 3A, 54]
0	608891	562,8045	Std	8	1	[03]
0	608892	562,8047	Std	10	6	[00, 03, 04, 82, 34, 0D]
0	608893	562,8061	Std	281	4	[01, D7, A7, 5D]
0	608894	562,8087	Std	0	1	[55]
0	608895	562,8090	Std	211	6	[01, 03, 04, 82, 38, FC]
0	608896	562,8091	Std	209	3	[03, FF, FF]
0	608897	562,8095	Std	8	1	[03]
0	608898	562,8097	Std	10	6	[00, 03, 04, 82, 32, B6]
0	608899	562,8111	Std	281	4	[01, D7, A7, 5D]
0	608900	562,8137	Std	0	1	[55]
0	608901	562,8140	Std	211	6	[02, 03, 04, 82, 37, A6]
0	608902	562,8145	Std	8	1	[03]
0	608903	562,8147	Std	10	6	[00, 03, 04, 82, 31, 5F]
0	608904	562,8149	Std	410	4	[1D, 9D, 04, 96]
0	608905	562,8151	Std	411	4	[1D, 9D, 04, 96]
0	608906	562,8161	Std	281	4	[01, D7, A7, 5D]
0	608907	562,8187	Std	0	1	[55]
0	608908	562,8190	Std	211	6	[01, 03, 04, 82, 36, 4F]
0	608909	562,8196	Std	8	1	[03]
0	608910	562,8198	Std	10	6	[00, 03, 04, 82, 30, 08]
0	608911	562,8211	Std	281	4	[01, D7, A7, 5D]
0	608912	562,8237	Std	0	1	[55]
0	608913	562,8240	Std	211	6	[02, 03, 04, 82, 34, F8]
0	608914	562,8245	Std	8	1	[03]
0	608915	562,8247	Std	10	6	[00, 03, 04, 82, 2E, B1]
0	608916	562,8261	Std	281	4	[01, D8, A7, 5D]
0	608917	562,8287	Std	0	1	[55]
0	608918	562,8290	Std	211	6	[01, 03, 04, 82, 33, 9E]
0	608919	562,8294	Std	209	3	[03, FF, FF]
0	608920	562,8296	Std	8	1	[03]
0	608921	562,8298	Std	10	6	[00, 03, 04, 82, 2D, 59]
0	608922	562,8311	Std	281	4	[01, D7, A7, 5D]
0	608923	562,8337	Std	0	1	[55]
0	608924	562,8340	Std	211	6	[02, 03, 04, 82, 32, 46]
0	608925	562,8345	Std	8	1	[03]
0	608926	562,8347	Std	10	6	[00, 03, 04, 82, 2C, 02]
0	608927	562,8361	Std	281	4	[01, D7, A7, 5D]
0	608928	562,8387	Std	0	1	[55]
0	608929	562,8390	Std	211	6	[01, 03, 04, 82, 30, EE]
0	608930	562,8395	Std	8	1	[03]
0	608931	562,8397	Std	10	6	[00, 03, 04, 82, 2A, AB]
0	608932	562,8411	Std	281	4	[01, D7, A7, 5E]
0	608933	562,8437	Std	0	1	[55]
0	608934	562,8440	Std	211	6	[02, 03, 04, 82, 2F, 96]
0	608935	562,8445	Std	8	1	[03]
0	608936	562,8447	Std	10	6	[00, 03, 04, 82, 29, 54]
0	608937	562,8461	Std	281	4	[01, D6, A7, 5D]
0	608938	562,8487	Std	0	1	[55]
0	608939	562,8490	Std	211	6	[00, 03, 04, 82, 2E, 3D]
0	608940	562,8495	Std	8	1	[03]
0	608941	562,8497	Std	10	6	[00, 03, 04, 82, 27, FC]
0	608942	562,8500	Std	209	3	[03, FF, FF]
0	608943	562,8511	Std	281	4	[01, D7, A7, 5D]
0	608944	562,8537	Std	0	1	[55]
0	608945	562,8540	Std	211	6	[02, 03, 04, 82, 2C, E7]
0	608946	562,8545	Std	8	1	[03]
0	608947	562,8547	Std	10	6	[00, 03, 04, 82, 26, A5]
0	608948	562,8561	Std	281	4	[01, D7, A7, 5D]
0	608949	562,8587	Std	0	1	[55]
0	608950	562,8590	Std	211	6	[01, 03, 04, 82, 2B, 90]
0	608951	562,8595	Std	8	1	[03]
0	608952	562,8597	Std	10	6	[00, 03, 04, 82, 25, 4E]
0	608953	562,8611	Std	281	4	[01, D7, A7, 5D]
0	608954	562,8637	Std	0	1	[55]
0	608955	562,8640	Std	211	6	[02, 03, 04, 82, 2A, 3A]
0	608956	562,8645	Std	8	1	[03]
0	608957	562,8647	Std	10	6	[00, 03, 04, 82, 23, F7]
0	608958	562,8661	Std	281	4	[01, D7, A7, 5D]
0	608959	562,8687	Std	0	1	[55]
0	608960	562,8690	Std	211	6	[01, 03, 04, 82, 28, E3]
0	608961	562,8695	Std	8	1	[03]
0	608962	562,8697	Std	10	6	[00, 03, 04, 82, 22, A0]
0	608963	562,8702	Std	209	3	[03, FF, FF]
0	608964	562,8711	Std	281	4	[01, D7, A7, 5D]
0	608965	562,8737	Std	0	1	[55]
0	608966	562,8740	Std	211	6	[02, 03, 04, 82, 27, 8C]
0	608967	562,8745	Std	80	1	[01]
0	608968	562,8746	Std	8	1	[03]
0	608969	562,8748	Std	10	6	[00, 03, 04, 82, 21, 48]
0	608970	562,8761	Std	281	4	[01, D7, A7, 5D]
0	608971	562,8787	Std	0	1	[55]
0	608972	562,8790	Std	211	6	[01, 03, 04, 82, 26, 35]
0	608973	562,8795	Std	8	1	[03]
0	608974	562,8797	Std	10	6	[00, 03, 04, 82, 1F, F1]
0	608975	562,8811	Std	281	4	[01, D7, A7, 5D]
0	608976	562,8837	Std	0	1	[55]
0	608977	562,8840	Std	211	6	[02, 03, 04, 82, 24, DE]
0	608978	562,8845	Std	8	1	[03]
0	608979	562,8847	Std	10	6	[00, 03, 04, 82, 1E, 9A]
0	608980	562,8861	Std	281	4	[01, D7, A7, 5D]
0	608981	562,8887	Std	0	1	[55]
0	608982	562,8890	Std	211	6	[01, 03, 04, 82, 23, 85]
0	608983	562,8895	Std	8	1	[03]
0	608984	562,8897	Std	10	6	[00, 03, 04, 82, 1D, 43]
0	608985	562,8905	Std	209	3	[03, FF, FF]
0	608986	562,8911	Std	281	4	[01, D7, A7, 5D]
0	608987	562,8937	Std	0	1	[55]
0	608988	562,8940	Std	211	6	[02, 03, 04, 82, 22, 2F]
0	608989	562,8945	Std	8	1	[03]
0	608990	562,8947	Std	10	6	[00, 03, 04, 82, 1B, EB]
0	608991	562,8961	Std	281	4	[01, D7, A7, 5D]
0	608992	562,8987	Std	0	1	[55]
0	608993	562,8990	Std	211	6	[01, 03, 04, 82, 20, D8]
0	608994	562,8995	Std	8	1	[03]
0	608995	562,8997	Std	10	6	[00, 03, 04, 82, 1A, 94]
0	608996	562,9011	Std	281	4	[01, D7, A7, 5E]
0	608997	562,9037	Std	0	1	[55]
0	608998	562,9040	Std	211	6	[02, 03, 04, 82, 1F, 82]
0	608999	562,9045	Std	8	1	[03]
0	609000	562,9047	Std	10	6	[00, 03, 04, 82, 19, 3D]
0	609001	562,9061	Std	281	4	[01, D7, A7, 5D]
0	609002	562,9087	Std	0	1	[55]
0	609003	562,9090	Std	211	6	[01, 03, 04, 82, 1E, 2A]
0	609004	562,9095	Std	8	1	[03]
0	609005	562,9097	Std	10	6	[00, 03, 04, 82, 17, E6]
0	609006	562,9109	Std	209	3	[03, FF, FF]
0	609007	562,9111	Std	281	4	[01, D7, A7, 5D]
0	609008	562,9137	Std	0	1	[55]
0	609009	562,9140	Std	211	6	[02, 03, 04, 82, 1C, D4]
0	609010	562,9145	Std	8	1	[03]
0	609011	562,9147	Std	10	6	[00, 03, 04, 82, 16, 8F]
0	609012	562,9161	Std	281	4	[01, D7, A7, 5D]
0	609013	562,9187	Std	0	1	[55]
0	609014	562,9190	Std	211	6	[01, 03, 04, 82, 1B, 7D]
0	609015	562,9195	Std	8	1	[03]
0	609016	562,9197	Std	10	6	[00, 03, 04, 82, 15, 37]
0	609017	562,9199	Std	410	4	[1D, 9D, 03, BD]
0	609018	562,9201	Std	411	4	[1D, 9D, 03, BD]
0	609019	562,9211	Std	281	4	[01, D7, A7, 5D]
0	609020	562,9237	Std	0	1	[55]
0	609021	562,9240	Std	211	6	[03, 03, 04, 82, 1A, 27]
0	609022	562,9245	Std	8	1	[03]
0	609023	562,9247	Std	10	6	[00, 03, 04, 82, 13, E0]
0	609024	562,9261	Std	281	4	[01, D7, A7, 5D]
0	609025	562,9287	Std	0	1	[55]
0	609026	562,9290	Std	211	6	[01, 03, 04, 82, 18, CF]
0	609027	562,9295	Std	8	1	[03]
0	609028	562,9297	Std	10	6	[00, 03, 04, 82, 12, 89]
0	609029	562,9311	Std	281	4	[01, D7, A7, 5D]
0	609030	562,9314	Std	209	3	[03, FF, FF]
0	609031	562,9337	Std	0	1	[55]
0	609032	562,9340	Std	211	6	[03, 03, 04, 82, 17, 79]
0	609033	562,9345	Std	8	1	[03]
0	609034	562,9347	Std	10	6	[00, 03, 04, 82, 11, 32]
0	609035	562,9361	Std	281	4	[01, D7, A7, 5D]
0	609036	562,9387	Std	0	1	[55]
0	609037	562,9390	Std	211	6	[01, 03, 04, 82, 16, 22]
0	609038	562,9395	Std	8	1	[03]
0	609039	562,9398	Std	10	6	[00, 03, 04, 82, 0F, DA]
0	609040	562,9411	Std	281	4	[01, D7, A7, 5D]
0	609041	562,9437	Std	0	1	[55]
0	609042	562,9440	Std	211	6	[02, 03, 04, 82, 14, C9]
0	609043	562,9445	Std	8	1	[03]
0	609044	562,9447	Std	10	6	[00, 03, 04, 82, 0E, 83]
0	609045	562,9461	Std	281	4	[01, D7, A7, 5D]
0	609046	562,9487	Std	0	1	[55]
0	609047	562,9490	Std	211	6	[00, 03, 04, 82, 13, 70]
0	609048	562,9495	Std	8	1	[03]
0	609049	562,9497	Std	10	6	[00, 03, 04, 82, 0D, 2C]
0	609050	562,9511	Std	281	4	[01, D7, A7, 5D]
0	609051	562,9518	Std	209	3	[03, FF, FF]
0	609052	562,9537	Std	0	1	[55]
0	609053	562,9540	Std	211	6	[02, 03, 04, 82, 12, 19]
0	609054	562,9545	Std	8	1	[03]
0	609055	562,9547	Std	10	6	[00, 03, 04, 82, 0B, D5]
0	609056	562,9561	Std	281	4	[01, D7, A7, 5D]
0	609057	562,9587	Std	0	1	[55]
0	609058	562,9590	Std	211	6	[01, 03, 04, 82, 10, BF]
0	609059	562,9595	Std	8	1	[03]
0	609060	562,9597	Std	10	6	[00, 03, 04, 82, 0A, 7E]
0	609061	562,9611	Std	281	4	[01, D7, A7, 5D]
0	609062	562,9637	Std	0	1	[55]
0	609063	562,9640	Std	211	6	[02, 03, 04, 82, 0F, 68]
0	609064	562,9645	Std	8	1	[03]
0	609065	562,9647	Std	10	6	[00, 03, 04, 82, 09, 26]
0	609066	562,9649	Std	408	4	[00, 63, 00, 16]
0	609067	562,9653	Std	409	4	[00, 16, 00, B8]
0	609068	562,9661	Std	281	4	[01, D7, A7, 5D]
0	609069	562,9687	Std	0	1	[55]
0	609070	562,9690	Std	211	6	[00, 03, 04, 82, 0E, 10]
0	609071	562,9695	Std	8	1	[03]
0	609072	562,9698	Std	10	6	[00, 03, 04, 82, 07, CF]
0	609073	562,9711	Std	281	4	[01, D7, A7, 5D]
0	609074	562,9721	Std	209	3	[03, FF, FF]
0	609075	562,9737	Std	0	1	[55]
0	609076	562,9740	Std	211	6	[02, 03, 04, 82, 0C, BB]
0	609077	562,9745	Std	8	1	[03]
0	609078	562,9747	Std	10	6	[00, 03, 04, 82, 06, 78]
0	609079	562,9761	Std	281	4	[01, D7, A7, 5D]
0	609080	562,9787	Std	0	1	[55]
0	609081	562,9790	Std	211	6	[01, 03, 04, 82, 0B, 64]
0	609082	562,9795	Std	8	1	[03]
0	609083	562,9797	Std	10	6	[00, 03, 04, 82, 05, 21]
0	609084	562,9811	Std	281	4	[01, D7, A7, 5D]
0	609085	562,9837	Std	0	1	[55]
0	609086	562,9840	Std	211	6	[02, 03, 04, 82, 0A, 0D]
0	609087	562,9845	Std	8	1	[03]
0	609088	562,9847	Std	10	6	[00, 03, 04, 82, 03, CA]
0	609089	562,9861	Std	281	4	[01, D7, A7, 5D]
0	609090	562,9887	Std	0	1	[55]
